ensg	symbol	biotype	chrom	start	end	strand	host_symbol	host_ensg	host_type
ENSG00000263597	MIR3936	miRNA	5	132365490	132365599	-1	MIR3936HG	ENSG00000233006	intragenic
ENSG00000263593	MIR4804	miRNA	5	72878591	72878663	1	TNPO1	ENSG00000083312	intragenic
ENSG00000264563	MIR4633	miRNA	5	129097688	129097766	1	ISOC1	ENSG00000066583	intragenic
ENSG00000265699	MIR548AE2	miRNA	5	58530043	58530109	-1		ENSG00000297661	antisense
ENSG00000264732	MIR4638	miRNA	5	181222566	181222633	-1	TRIM41	ENSG00000146063	antisense
ENSG00000263834	MIR4635	miRNA	5	1062896	1062974	-1	SLC12A7	ENSG00000113504	intragenic
ENSG00000263831	MIR378E	miRNA	5	170028488	170028566	1	DOCK2	ENSG00000134516	intragenic
ENSG00000266751	MIR3661	miRNA	5	134225757	134225852	1		ENSG00000272772	antisense
ENSG00000266751	MIR3661	miRNA	5	134225757	134225852	1		ENSG00000273345	antisense
ENSG00000266751	MIR3661	miRNA	5	134225757	134225852	1	PPP2CA	ENSG00000113575	antisense
ENSG00000221464	MIR1271	miRNA	5	176367946	176368031	1	ARL10	ENSG00000175414	intragenic
ENSG00000264792	MIR4637	miRNA	5	14825929	14826012	-1	ANKH	ENSG00000154122	intragenic
ENSG00000263963		miRNA	5	134928039	134928112	1	MTND4LP30	ENSG00000198868	antisense
ENSG00000263963		miRNA	5	134928039	134928112	1	PCBD2	ENSG00000132570	intragenic
ENSG00000265924	MIR5692C1	miRNA	5	135802985	135803075	-1	SLC25A48	ENSG00000145832	antisense
ENSG00000284336	MIR2277	miRNA	5	93620696	93620788	-1	ARB2A	ENSG00000113391	intragenic
ENSG00000263670	MIR4457	miRNA	5	1309310	1309377	-1			intergenic
ENSG00000273742	MIR6075	miRNA	5	1510762	1510856	-1	LPCAT1	ENSG00000153395	intragenic
ENSG00000277073	MIR6131	miRNA	5	10478037	10478145	1	ROPN1L	ENSG00000145491	intragenic
ENSG00000276622	MIR6499	miRNA	5	151522087	151522148	-1	FAT2	ENSG00000086570	intragenic
ENSG00000276622	MIR6499	miRNA	5	151522087	151522148	-1	SLC36A1	ENSG00000123643	antisense
ENSG00000284447	MIR9-2	miRNA	5	88666853	88666939	-1	MIR9-2HG	ENSG00000245526	intragenic
ENSG00000216009	MIR874	miRNA	5	137647572	137647649	-1	KLHL3	ENSG00000146021	intragenic
ENSG00000284325	MIR3655	miRNA	5	140647844	140647926	1	IK	ENSG00000113141	intragenic
ENSG00000207739	MIR218-2	miRNA	5	168768146	168768255	-1	SLIT3	ENSG00000184347	intragenic
ENSG00000207619	MIR585	miRNA	5	169263601	169263694	-1	SLIT3	ENSG00000184347	intragenic
ENSG00000283717	MIR6831	miRNA	5	140563671	140563751	-1		ENSG00000283155	intragenic
ENSG00000283717	MIR6831	miRNA	5	140563671	140563751	-1	APBB3	ENSG00000113108	intragenic
ENSG00000221287	MIR1289-2	miRNA	5	133427596	133427706	-1	FSTL4	ENSG00000053108	intragenic
ENSG00000284182	MIR143	miRNA	5	149428918	149429023	1	CARMN	ENSG00000249669	intragenic
ENSG00000276365	MIR145	miRNA	5	149430646	149430733	1	CARMN	ENSG00000249669	intragenic
ENSG00000199035	MIR103A1	miRNA	5	168560896	168560973	-1	PANK3	ENSG00000120137	intragenic
ENSG00000283612	MIR103B1	miRNA	5	168560904	168560965	1	PANK3	ENSG00000120137	antisense
ENSG00000202601	MIR582	miRNA	5	59703606	59703703	-1	PDE4D	ENSG00000113448	intragenic
ENSG00000263746	MIR4277	miRNA	5	1708785	1708868	-1		ENSG00000303091	intragenic
ENSG00000283359	MIR3977	miRNA	5	82840155	82840224	1		ENSG00000297123	intragenic
ENSG00000283359	MIR3977	miRNA	5	82840155	82840224	1	LINC01338	ENSG00000281327	antisense
ENSG00000266890	MIR4634	miRNA	5	174751734	174751787	1		ENSG00000251670	intragenic
ENSG00000266478	MIR5197	miRNA	5	143679860	143679971	1		ENSG00000249881	intragenic
ENSG00000221394	MIR1229	miRNA	5	179798278	179798346	-1	MGAT4B	ENSG00000161013	intragenic
ENSG00000265237	MIR3142	miRNA	5	160474402	160474483	1	MIR3142HG	ENSG00000253522	intragenic
ENSG00000283733	MIR146A	miRNA	5	160485352	160485450	1	MIR3142HG	ENSG00000253522	intragenic
ENSG00000198983	MIR449A	miRNA	5	55170532	55170622	-1	CDC20B	ENSG00000164287	intragenic
ENSG00000207728	MIR449B	miRNA	5	55170646	55170742	-1	CDC20B	ENSG00000164287	intragenic
ENSG00000251856	MIR449C	miRNA	5	55172262	55172353	-1	CDC20B	ENSG00000164287	intragenic
ENSG00000207578	MIR583	miRNA	5	96079138	96079212	1	CAST	ENSG00000153113	intragenic
ENSG00000284000	MIR4458	miRNA	5	8460925	8460999	1	MIR4458HG	ENSG00000247516	intragenic
ENSG00000207775	MIR548A1	miRNA	6	18571784	18571880	1	MIR548A1HG	ENSG00000283408	intragenic
ENSG00000264056	MIR5685	miRNA	6	53276993	53277071	1	ELOVL5	ENSG00000012660	antisense
ENSG00000212017	MIR548U	miRNA	6	57390132	57390212	1	PRIM2	ENSG00000146143	intragenic
ENSG00000263734	MIR4643	miRNA	6	91521660	91521737	1			intergenic
ENSG00000265226	MIR548AI	miRNA	6	99124609	99124696	1			intergenic
ENSG00000238367	MIR2113	miRNA	6	98024531	98024621	1		ENSG00000271860	intragenic
ENSG00000266760	MIR4464	miRNA	6	90312742	90312833	1		ENSG00000260271	intragenic
ENSG00000207632	MIR588	miRNA	6	126484631	126484713	1		ENSG00000293110	antisense
ENSG00000265725	MIR3144	miRNA	6	120015179	120015257	1		ENSG00000308468	intragenic
ENSG00000283409	MIR3662	miRNA	6	134979338	134979432	-1	HBS1L	ENSG00000112339	intragenic
ENSG00000207982	MIR548B	miRNA	6	119069047	119069143	-1		ENSG00000253194	antisense
ENSG00000207982	MIR548B	miRNA	6	119069047	119069143	-1	FAM184A	ENSG00000111879	intragenic
ENSG00000221456	MIR1202	miRNA	6	155946797	155946879	1		ENSG00000287092	antisense
ENSG00000266245	MIR4644	miRNA	6	170330761	170330844	1	FAM120B	ENSG00000112584	intragenic
ENSG00000278571	MIR7161	miRNA	6	158609707	158609790	1	TATDN2P2	ENSG00000218226	antisense
ENSG00000278571	MIR7161	miRNA	6	158609707	158609790	1	TMEM181	ENSG00000146433	intragenic
ENSG00000265828	MIR3939	miRNA	6	166997807	166997912	-1		ENSG00000285730	intragenic
ENSG00000265828	MIR3939	miRNA	6	166997807	166997912	-1		ENSG00000227598	intragenic
ENSG00000266750	MIR4645	miRNA	6	2854031	2854107	-1	SERPINB9P1	ENSG00000230438	intragenic
ENSG00000266750	MIR4645	miRNA	6	2854031	2854107	-1		ENSG00000302483	antisense
ENSG00000266180	MIR4282	miRNA	6	72967687	72967753	-1	KCNQ5	ENSG00000185760	antisense
ENSG00000207577	MIR587	miRNA	6	106784125	106784220	1	LINC02532	ENSG00000235142	antisense
ENSG00000264814	MIR1273C	miRNA	6	154853360	154853436	1	TIAM2	ENSG00000146426	intragenic
ENSG00000284370	MIR4640	miRNA	6	30890883	30890972	1	DDR1	ENSG00000204580	intragenic
ENSG00000222958	MIR1913	miRNA	6	166509354	166509433	-1	RPS6KA2	ENSG00000071242	intragenic
ENSG00000263572	MIR7853	miRNA	6	6169304	6169435	-1	F13A1	ENSG00000124491	intragenic
ENSG00000283616	MIR5683	miRNA	6	6169334	6169409	1	F13A1	ENSG00000124491	antisense
ENSG00000265558	MIR3918	miRNA	6	158764661	158764753	-1	SYTL3	ENSG00000164674	antisense
ENSG00000266494	MIR4641	miRNA	6	41598723	41598788	1	FOXP4	ENSG00000137166	intragenic
ENSG00000274494	MIR6832	miRNA	6	31633787	31633858	1	PRRC2A	ENSG00000204469	intragenic
ENSG00000266776	MIR4646	miRNA	6	31701029	31701091	-1		ENSG00000204422	intragenic
ENSG00000266776	MIR4646	miRNA	6	31701029	31701091	-1	ABHD16A	ENSG00000204427	intragenic
ENSG00000277402	MIR6891	miRNA	6	31355224	31355316	-1		ENSG00000298396	antisense
ENSG00000277402	MIR6891	miRNA	6	31355224	31355316	-1		ENSG00000298426	antisense
ENSG00000277402	MIR6891	miRNA	6	31355224	31355316	-1	HLA-B	ENSG00000234745	intragenic
ENSG00000216101	MIR877	miRNA	6	30584332	30584417	1	ABCF1	ENSG00000204574	intragenic
ENSG00000266617	MIR3692	miRNA	6	157529132	157529200	1	ZDHHC14	ENSG00000175048	intragenic
ENSG00000263926	MIR4462	miRNA	6	37555365	37555422	-1		ENSG00000309723	intragenic
ENSG00000263649	MIR3135B	miRNA	6	32749912	32749979	-1			intergenic
ENSG00000207689	MIR548A2	miRNA	6	135239160	135239256	1			intergenic
ENSG00000284469	MIR6721	miRNA	6	32170030	32170116	-1	PPT2-EGFL8	ENSG00000258388	antisense
ENSG00000284469	MIR6721	miRNA	6	32170030	32170116	-1	AGPAT1	ENSG00000204310	intragenic
ENSG00000284469	MIR6721	miRNA	6	32170030	32170116	-1	EGFL8	ENSG00000241404	antisense
ENSG00000277264	MIR6833	miRNA	6	32179816	32179876	1	RNF5	ENSG00000204308	intragenic
ENSG00000263533	MIR4463	miRNA	6	75428407	75428473	1	FILIP1	ENSG00000118407	antisense
ENSG00000276712	MIR7111	miRNA	6	35470508	35470579	1	RPL10A	ENSG00000198755	intragenic
ENSG00000265527	MIR5690	miRNA	6	35664717	35664789	-1	FKBP5	ENSG00000096060	intragenic
ENSG00000284446	MIR1236	miRNA	6	31956839	31956940	-1	NELFE	ENSG00000204356	intragenic
ENSG00000263514	MIR3668	miRNA	6	140205252	140205326	1		ENSG00000288714	intragenic
ENSG00000264390	MIR4465	miRNA	6	140683814	140683883	1		ENSG00000234147	antisense
ENSG00000264390	MIR4465	miRNA	6	140683814	140683883	1		ENSG00000288714	intragenic
ENSG00000266807	MIR548H5	miRNA	6	131792172	131792231	1			intergenic
ENSG00000199036	MIR219A1	miRNA	6	33207835	33207944	1		ENSG00000288751	antisense
ENSG00000284517	MIR6873	miRNA	6	33287227	33287289	-1	WDR46	ENSG00000227057	intragenic
ENSG00000284064	MIR6834	miRNA	6	33290245	33290325	1	PFDN6	ENSG00000204220	intragenic
ENSG00000284256	MIR5004	miRNA	6	33438331	33438437	1	SYNGAP1-AS1	ENSG00000274259	antisense
ENSG00000284256	MIR5004	miRNA	6	33438331	33438437	1	SYNGAP1	ENSG00000197283	intragenic
ENSG00000265565	MIR3143	miRNA	6	27147626	27147688	1			intergenic
ENSG00000207604	MIR206	miRNA	6	52144349	52144434	1		ENSG00000302165	intragenic
ENSG00000199080	MIR133B	miRNA	6	52148923	52149041	1	LINCMD1	ENSG00000225613	antisense
ENSG00000199080	MIR133B	miRNA	6	52148923	52149041	1		ENSG00000302165	intragenic
ENSG00000276824	MIR7159	miRNA	6	33899135	33899200	1	LINC01016	ENSG00000249346	antisense
ENSG00000276824	MIR7159	miRNA	6	33899135	33899200	1		ENSG00000233183	intragenic
ENSG00000221697	MIR1275	miRNA	6	33999972	34000051	-1			intergenic
ENSG00000276404	MIR6835	miRNA	6	34240673	34240736	1	HMGA1	ENSG00000137309	intragenic
ENSG00000271899	MIR4466	miRNA	6	156779678	156779731	-1		ENSG00000296922	intragenic
ENSG00000271899	MIR4466	miRNA	6	156779678	156779731	-1	ARID1B	ENSG00000049618	antisense
ENSG00000265669	MIR548AJ1	miRNA	6	132115192	132115263	-1	LINC01013	ENSG00000228495	antisense
ENSG00000207769	MIR586	miRNA	6	45197674	45197770	-1	SUPT3H	ENSG00000196284	intragenic
ENSG00000266509	MIR3934	miRNA	6	33698128	33698234	1	UQCC2	ENSG00000137288	antisense
ENSG00000266619	MIR4642	miRNA	6	44435641	44435722	1	CDC5L	ENSG00000096401	intragenic
ENSG00000263712	MIR4639	miRNA	6	16141556	16141624	1	MYLIP	ENSG00000007944	intragenic
ENSG00000263705	MIR5689	miRNA	6	10439717	10439794	1	TFAP2A-AS1	ENSG00000229950	intragenic
ENSG00000263705	MIR5689	miRNA	6	10439717	10439794	1	LINC00518	ENSG00000183674	antisense
ENSG00000284427	MIR4647	miRNA	6	44254206	44254285	-1	SLC35B2	ENSG00000157593	intragenic
ENSG00000276770	MIR6780B	miRNA	6	43434542	43434620	1	ABCC10	ENSG00000124574	intragenic
ENSG00000263894	MIR3925	miRNA	6	36622436	36622512	-1		ENSG00000301446	intragenic
ENSG00000263894	MIR3925	miRNA	6	36622436	36622512	-1	SRSF3	ENSG00000112081	antisense
ENSG00000266555	MIR3145	miRNA	6	138435213	138435294	-1	NHSL1	ENSG00000135540	intragenic
ENSG00000199094	MIR30C2	miRNA	6	71376960	71377031	-1	LINC00472	ENSG00000233237	intragenic
ENSG00000207827	MIR30A	miRNA	6	71403551	71403621	-1	LINC00472	ENSG00000233237	intragenic
ENSG00000265083	MIR3691	miRNA	6	5148233	5148322	-1	LYRM4	ENSG00000214113	intragenic
ENSG00000275859	MIR6720	miRNA	6	1390314	1390411	-1	FOXF2-AS1	ENSG00000281809	intragenic
ENSG00000275859	MIR6720	miRNA	6	1390314	1390411	-1	FOXF2	ENSG00000137273	antisense
ENSG00000264474	MIR4656	miRNA	7	4788565	4788639	-1	AP5Z1	ENSG00000242802	antisense
ENSG00000221783	MIR1183	miRNA	7	21471058	21471146	1	SP4	ENSG00000105866	intragenic
ENSG00000207771	MIR550A1	miRNA	7	30289794	30289890	1	ZNRF2	ENSG00000180233	intragenic
ENSG00000283237	MIR550B1	miRNA	7	30289794	30289890	-1	ZNRF2	ENSG00000180233	antisense
ENSG00000207573	MIR550A2	miRNA	7	32732981	32733077	1	DPY19L1P1	ENSG00000229358	antisense
ENSG00000207573	MIR550A2	miRNA	7	32732981	32733077	1		ENSG00000293076	intragenic
ENSG00000283461	MIR550B2	miRNA	7	32732981	32733077	-1	DPY19L1P1	ENSG00000229358	intragenic
ENSG00000283461	MIR550B2	miRNA	7	32732981	32733077	-1		ENSG00000293076	antisense
ENSG00000221325	MIR1200	miRNA	7	36919357	36919432	-1	ELMO1	ENSG00000155849	intragenic
ENSG00000264069	MIR3943	miRNA	7	43150895	43150994	1	HECW1-IT1	ENSG00000181211	intragenic
ENSG00000264069	MIR3943	miRNA	7	43150895	43150994	1	HECW1	ENSG00000002746	intragenic
ENSG00000266318	MIR5692A1	miRNA	7	97963658	97963726	1		ENSG00000284707	antisense
ENSG00000266668	MIR5692C2	miRNA	7	97964405	97964481	-1		ENSG00000284707	intragenic
ENSG00000208025	MIR591	miRNA	7	96219662	96219756	-1	SLC25A13	ENSG00000004864	intragenic
ENSG00000264425	MIR4653	miRNA	7	101159473	101159555	1	AP1S1	ENSG00000106367	intragenic
ENSG00000284135	MIR3654	miRNA	7	133034860	133034915	-1		ENSG00000283041	intragenic
ENSG00000284135	MIR3654	miRNA	7	133034860	133034915	-1	CHCHD3	ENSG00000106554	intragenic
ENSG00000284028	MIR4468	miRNA	7	138123758	138123821	1	RCC2P3	ENSG00000233951	intragenic
ENSG00000272230	MIR3666	miRNA	7	114653345	114653455	1		ENSG00000303050	antisense
ENSG00000272230	MIR3666	miRNA	7	114653345	114653455	1	FOXP2	ENSG00000128573	intragenic
ENSG00000207547	MIR25	miRNA	7	100093560	100093643	-1	MCM7	ENSG00000166508	intragenic
ENSG00000207547	MIR25	miRNA	7	100093560	100093643	-1	COPS6	ENSG00000168090	antisense
ENSG00000207757	MIR93	miRNA	7	100093768	100093847	-1	MCM7	ENSG00000166508	intragenic
ENSG00000207757	MIR93	miRNA	7	100093768	100093847	-1	COPS6	ENSG00000168090	antisense
ENSG00000208036	MIR106B	miRNA	7	100093993	100094074	-1	MCM7	ENSG00000166508	intragenic
ENSG00000208036	MIR106B	miRNA	7	100093993	100094074	-1	COPS6	ENSG00000168090	antisense
ENSG00000284518	MIR4658	miRNA	7	100156605	100156669	-1	TRAPPC14	ENSG00000146826	intragenic
ENSG00000284012	MIR6840	miRNA	7	100356651	100356721	1	STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	intragenic
ENSG00000284012	MIR6840	miRNA	7	100356651	100356721	1	PILRB	ENSG00000121716	intragenic
ENSG00000266019	MIR3609	miRNA	7	98881650	98881729	1	TRRAP	ENSG00000196367	intragenic
ENSG00000221520	MIR1285-1	miRNA	7	92204015	92204098	-1		ENSG00000243107	intragenic
ENSG00000221520	MIR1285-1	miRNA	7	92204015	92204098	-1		ENSG00000289027	intragenic
ENSG00000221520	MIR1285-1	miRNA	7	92204015	92204098	-1		ENSG00000285953	intragenic
ENSG00000221520	MIR1285-1	miRNA	7	92204015	92204098	-1	KRIT1	ENSG00000001631	intragenic
ENSG00000208014	MIR653	miRNA	7	93482760	93482855	-1	CALCR	ENSG00000004948	intragenic
ENSG00000207656	MIR489	miRNA	7	93483936	93484019	-1	CALCR	ENSG00000004948	intragenic
ENSG00000283923	MIR6132	miRNA	7	117020211	117020319	1	ST7-OT4	ENSG00000214188	intragenic
ENSG00000283923	MIR6132	miRNA	7	117020211	117020319	1		ENSG00000288635	intragenic
ENSG00000283923	MIR6132	miRNA	7	117020211	117020319	1	ST7	ENSG00000004866	intragenic
ENSG00000199043	MIR335	miRNA	7	130496111	130496204	1		ENSG00000270823	antisense
ENSG00000199043	MIR335	miRNA	7	130496111	130496204	1	MEST	ENSG00000106484	intragenic
ENSG00000221442	MIR548F4	miRNA	7	147378017	147378121	-1	CNTNAP2	ENSG00000174469	antisense
ENSG00000207973	MIR589	miRNA	7	5495819	5495917	-1	FBXL18	ENSG00000155034	intragenic
ENSG00000283419	MIR6874	miRNA	7	5711840	5711910	-1	RNF216	ENSG00000011275	intragenic
ENSG00000284412	MIR4649	miRNA	7	44110849	44110912	1	AEBP1	ENSG00000106624	intragenic
ENSG00000265724	MIR4284	miRNA	7	73711317	73711397	1	STX1A	ENSG00000106089	antisense
ENSG00000221510	MIR548O	miRNA	7	102405742	102405855	-1	PRKRIP1	ENSG00000128563	antisense
ENSG00000284176	MIR5090	miRNA	7	102465742	102465826	1	LRWD1	ENSG00000161036	intragenic
ENSG00000284596	MIR4467	miRNA	7	102471469	102471531	1	LRWD1	ENSG00000161036	intragenic
ENSG00000264426	MIR4283-1	miRNA	7	56955785	56955864	-1			intergenic
ENSG00000266168	MIR3147	miRNA	7	57405025	57405090	1	MIR3147HG	ENSG00000260653	intragenic
ENSG00000207741	MIR590	miRNA	7	74191198	74191294	1	EIF4H	ENSG00000106682	intragenic
ENSG00000284261	MIR4657	miRNA	7	44881748	44881800	-1	PURB	ENSG00000146676	intragenic
ENSG00000284261	MIR4657	miRNA	7	44881748	44881800	-1	H2AZ2-DT	ENSG00000234183	antisense
ENSG00000284067	MIR6837	miRNA	7	44051766	44051829	1	DBNL	ENSG00000136279	intragenic
ENSG00000283969	MIR6838	miRNA	7	44073378	44073433	-1	POLM	ENSG00000122678	intragenic
ENSG00000221393	MIR1302-6	miRNA	7	18127220	18127309	-1	HDAC9	ENSG00000048052	antisense
ENSG00000283821	MIR6875	miRNA	7	100868036	100868107	1	TRIP6	ENSG00000087077	intragenic
ENSG00000207597	MIR490	miRNA	7	136903167	136903294	1		ENSG00000234352	antisense
ENSG00000207597	MIR490	miRNA	7	136903167	136903294	1	CHRM2	ENSG00000181072	intragenic
ENSG00000264675	MIR4285	miRNA	7	102293103	102293187	1	SH2B2	ENSG00000160999	intragenic
ENSG00000265089	MIR4655	miRNA	7	1844180	1844253	-1		ENSG00000286192	intragenic
ENSG00000265089	MIR4655	miRNA	7	1844180	1844253	-1		ENSG00000176349	antisense
ENSG00000265089	MIR4655	miRNA	7	1844180	1844253	-1	MAD1L1	ENSG00000002822	intragenic
ENSG00000284047	MIR6836	miRNA	7	2257515	2257577	-1	SNX8	ENSG00000106266	intragenic
ENSG00000278449	MIR6892	miRNA	7	143382686	143382800	1	ZYX	ENSG00000159840	intragenic
ENSG00000277138	MIR6509	miRNA	7	135206994	135207078	-1		ENSG00000231794	antisense
ENSG00000277138	MIR6509	miRNA	7	135206994	135207078	-1	WDR91	ENSG00000105875	intragenic
ENSG00000264494	MIR4650-2	miRNA	7	72697903	72697978	1	TYW1B	ENSG00000277149	antisense
ENSG00000283745	MIR196B	miRNA	7	27169480	27169563	-1	HOXA10-AS	ENSG00000253187	antisense
ENSG00000283745	MIR196B	miRNA	7	27169480	27169563	-1		ENSG00000293630	antisense
ENSG00000283745	MIR196B	miRNA	7	27169480	27169563	-1	HOXA10-HOXA9	ENSG00000257184	intragenic
ENSG00000283745	MIR196B	miRNA	7	27169480	27169563	-1	HOXA9	ENSG00000078399	intragenic
ENSG00000275667	MIR6839	miRNA	7	64679064	64679176	1	BNIP3P11	ENSG00000271550	antisense
ENSG00000275667	MIR6839	miRNA	7	64679064	64679176	1	ZNF107	ENSG00000196247	intragenic
ENSG00000284334	MIR4651	miRNA	7	75915197	75915269	1	POR	ENSG00000127948	intragenic
ENSG00000264357	MIR4648	miRNA	7	2527074	2527145	1	LFNG	ENSG00000106003	intragenic
ENSG00000212024	MIR550A3	miRNA	7	29680734	29680828	-1	DPY19L2P3	ENSG00000227855	antisense
ENSG00000212024	MIR550A3	miRNA	7	29680734	29680828	-1	PRR15-DT	ENSG00000223813	intragenic
ENSG00000221669	MIR548N	miRNA	7	34940760	34940834	-1		ENSG00000294671	antisense
ENSG00000221669	MIR548N	miRNA	7	34940760	34940834	-1	DPY19L1	ENSG00000173852	intragenic
ENSG00000266525	MIR4650-1	miRNA	7	67114322	67114397	-1		ENSG00000291154	intragenic
ENSG00000266525	MIR4650-1	miRNA	7	67114322	67114397	-1	TYW1	ENSG00000198874	antisense
ENSG00000199085	MIR148A	miRNA	7	25949919	25949986	-1		ENSG00000293754	intragenic
ENSG00000199085	MIR148A	miRNA	7	25949919	25949986	-1		ENSG00000270933	intragenic
ENSG00000284032	MIR29A	miRNA	7	130876747	130876810	-1	LINC-PINT	ENSG00000231721	intragenic
ENSG00000284032	MIR29A	miRNA	7	130876747	130876810	-1	LINC00513	ENSG00000233559	antisense
ENSG00000283797	MIR29B1	miRNA	7	130877459	130877539	-1	LINC-PINT	ENSG00000231721	intragenic
ENSG00000283797	MIR29B1	miRNA	7	130877459	130877539	-1	LINC00513	ENSG00000233559	antisense
ENSG00000265214	MIR4283-2	miRNA	7	63621090	63621169	1			intergenic
ENSG00000276137	MIR6133	miRNA	7	133290881	133290988	1	EXOC4	ENSG00000131558	intragenic
ENSG00000207990	MIR182	miRNA	7	129770383	129770492	-1		ENSG00000286380	intragenic
ENSG00000199158	MIR96	miRNA	7	129774692	129774769	-1		ENSG00000286380	intragenic
ENSG00000207691	MIR183	miRNA	7	129774905	129775014	-1		ENSG00000304993	antisense
ENSG00000207691	MIR183	miRNA	7	129774905	129775014	-1		ENSG00000286380	intragenic
ENSG00000207692	MIR592	miRNA	7	127058088	127058184	-1	GRM8	ENSG00000179603	intragenic
ENSG00000265932	MIR3146	miRNA	7	19705358	19705436	-1	POLR1F	ENSG00000105849	intragenic
ENSG00000265878	MIR3914-1	miRNA	7	71307672	71307770	-1	GALNT17	ENSG00000185274	antisense
ENSG00000283278	MIR3914-2	miRNA	7	71307674	71307768	1	GALNT17	ENSG00000185274	intragenic
ENSG00000207960	MIR153-2	miRNA	7	157574336	157574422	-1	PTPRN2	ENSG00000155093	intragenic
ENSG00000207637	MIR595	miRNA	7	158532718	158532813	-1	PTPRN2	ENSG00000155093	intragenic
ENSG00000265598	MIR5707	miRNA	7	158591616	158591696	1			intergenic
ENSG00000207588	MIR593	miRNA	7	128081861	128081960	1	SND1	ENSG00000197157	intragenic
ENSG00000207705	MIR129-1	miRNA	7	128207872	128207943	1		ENSG00000292309	intragenic
ENSG00000265810	MIR3907	miRNA	7	151433489	151433639	-1	CRYGN-AS1	ENSG00000241456	antisense
ENSG00000265810	MIR3907	miRNA	7	151433489	151433639	-1	CRYGN	ENSG00000127377	intragenic
ENSG00000265423	MIR4652	miRNA	7	93716928	93717005	1	GNGT1	ENSG00000127928	intragenic
ENSG00000284191	MIR671	miRNA	7	151238421	151238538	1	CHPF2	ENSG00000033100	intragenic
ENSG00000266287	MIR3683	miRNA	7	7066964	7067045	-1		ENSG00000287860	intragenic
ENSG00000199023	MIR339	miRNA	7	1022933	1023026	-1	CHLSN	ENSG00000146540	intragenic
ENSG00000199127	MIR383	miRNA	8	14853438	14853510	-1	SGCZ	ENSG00000185053	intragenic
ENSG00000264788	MIR3148	miRNA	8	29957272	29957348	-1			intergenic
ENSG00000221616	MIR548H4	miRNA	8	27048853	27048963	-1			intergenic
ENSG00000263372	MIR548AO	miRNA	8	41271048	41271143	-1	SFRP1	ENSG00000104332	intragenic
ENSG00000207816	MIR124-2	miRNA	8	64379149	64379257	1	MIR124-2HG	ENSG00000254377	intragenic
ENSG00000277063	MIR8084	miRNA	8	93029751	93029839	1			intergenic
ENSG00000265588	MIR5708	miRNA	8	80241389	80241473	1		ENSG00000253238	intragenic
ENSG00000284288	MIR378D2	miRNA	8	93916022	93916119	-1	MIR378D2HG	ENSG00000264448	intragenic
ENSG00000284288	MIR378D2	miRNA	8	93916022	93916119	-1	PDP1	ENSG00000164951	antisense
ENSG00000221753		miRNA	8	100023982	100024084	-1	RGS22	ENSG00000132554	intragenic
ENSG00000266756	MIR5680	miRNA	8	102125432	102125515	1		ENSG00000310378	intragenic
ENSG00000238399	MIR2053	miRNA	8	112643493	112643583	1	CSMD3	ENSG00000164796	antisense
ENSG00000276479	MIR548AZ	miRNA	8	119325171	119325265	1			intergenic
ENSG00000276961	MIR7848	miRNA	8	133046481	133046581	-1	TG	ENSG00000042832	antisense
ENSG00000276961	MIR7848	miRNA	8	133046481	133046581	-1	SLA	ENSG00000155926	intragenic
ENSG00000221768	MIR1302-7	miRNA	8	141786242	141786313	-1			intergenic
ENSG00000221771	MIR1205	miRNA	8	127960633	127960695	1	PVT1	ENSG00000249859	intragenic
ENSG00000283200	MIR1206	miRNA	8	128008898	128008956	1	PVT1	ENSG00000249859	intragenic
ENSG00000221176	MIR1207	miRNA	8	128049152	128049238	1	PVT1	ENSG00000249859	intragenic
ENSG00000266502	MIR5681A	miRNA	8	74548543	74548617	1			intergenic
ENSG00000283505	MIR5681B	miRNA	8	74548550	74548609	-1			intergenic
ENSG00000283188	MIR2052	miRNA	8	74705693	74705747	1	MIR2052HG	ENSG00000254349	intragenic
ENSG00000283327	MIR6841	miRNA	8	24953796	24953867	-1	NEFL	ENSG00000277586	intragenic
ENSG00000263763	MIR3686	miRNA	8	129484057	129484142	-1	CCDC26	ENSG00000229140	intragenic
ENSG00000284054	MIR7112	miRNA	8	144262673	144262737	-1	BOP1	ENSG00000261236	intragenic
ENSG00000284229	MIR6848	miRNA	8	144317246	144317315	-1	DGAT1	ENSG00000185000	intragenic
ENSG00000284310	MIR939	miRNA	8	144394149	144394230	-1	CPSF1	ENSG00000071894	intragenic
ENSG00000284139	MIR1234	miRNA	8	144400086	144400165	-1	CPSF1	ENSG00000071894	intragenic
ENSG00000283770	MIR6849	miRNA	8	144400277	144400345	-1	CPSF1	ENSG00000071894	intragenic
ENSG00000265660	MIR4664	miRNA	8	143733083	143733153	-1	FAM83H	ENSG00000180921	intragenic
ENSG00000284224	MIR937	miRNA	8	143812957	143813042	-1	SCRIB	ENSG00000180900	intragenic
ENSG00000284142	MIR6845	miRNA	8	143837756	143837816	-1	NRBP2	ENSG00000185189	intragenic
ENSG00000207574	MIR661	miRNA	8	143945191	143945279	-1	PLEC	ENSG00000178209	intragenic
ENSG00000277888	MIR6846	miRNA	8	144057321	144057380	-1	OPLAH	ENSG00000178814	intragenic
ENSG00000284200	MIR6847	miRNA	8	144079874	144079942	1		ENSG00000290230	intragenic
ENSG00000284200	MIR6847	miRNA	8	144079874	144079942	1	EXOSC4	ENSG00000178896	intragenic
